site,date,year,death,yll,pop,tm,rh,tmax,tmin,PM10,dow,t
LocationL,2017-11-1,2017,6,119.72,415778,15.32262,58.87978136,24.881399,9.743289237,80.00657014,4,1766
LocationL,2017-11-2,2017,8,109.17,415778,16.72356,57.93388637,25.40147568,10.09870464,84.05318971,5,1767
LocationL,2017-11-3,2017,2,14.09,415778,16.93836,55.43653514,25.37853514,11.33054404,70.45811581,6,1768
LocationL,2017-11-4,2017,5,66.42,415778,16.30639,57.88939621,21.99259044,13.89752569,71.49359025,7,1769
LocationL,2017-11-5,2017,2,26.15,415778,15.06051,61.15614307,20.42431426,11.57599444,85.5083144,1,1770
LocationL,2017-11-6,2017,7,95.82,415778,16.77988,64.89806304,21.41115643,13.21748596,91.00417049,2,1771
LocationL,2017-11-7,2017,4,77.86,415778,15.0774,83.50912496,18.11729675,13.8179436,63.33606811,3,1772
LocationL,2017-11-8,2017,4,121.78,415778,16.96234,78.62597134,21.65239151,14.64298528,38.65821187,4,1773
LocationL,2017-11-9,2017,5,87.13,415778,17.67219,79.69098417,22.24873354,14.8976285,55.29845869,5,1774
LocationL,2017-11-10,2017,4,111.71,415778,20.3238,81.12612284,25.08786608,16.09823173,75.2647238,6,1775
LocationL,2017-11-11,2017,3,63.35,415778,17.0196,78.43875276,19.99823869,14.84655766,57.27809075,7,1776
LocationL,2017-11-12,2017,4,48.49,415778,15.89611,79.51747703,19.03551321,13.48777021,53.77063098,1,1777
LocationL,2017-11-13,2017,4,65.11,415778,16.27572,81.13943845,18.14153765,13.81915365,55.78157208,2,1778
LocationL,2017-11-14,2017,5,69.33,415778,15.90573,77.82615086,17.44947346,13.9455885,57.40178773,3,1779
LocationL,2017-11-15,2017,3,61.94,415778,15.42215,85.53374322,17.81600111,13.22186273,34.3945455,4,1780
LocationL,2017-11-16,2017,3,68.91,415778,17.29773,77.36981216,18.75573715,14.54562657,64.42220732,5,1781
LocationL,2017-11-17,2017,3,31.1,415778,20.81753,82.35467525,22.28899193,15.90397277,58.04833469,6,1782
LocationL,2017-11-18,2017,4,73.82,415778,11.91273,84.16969157,18.36113838,8.753334808,37.94035064,7,1783
LocationL,2017-11-19,2017,3,26.23,415778,7.940939,85.94598251,9.584337316,6.402824394,25.1495283,1,1784
LocationL,2017-11-20,2017,6,64.89,415778,6.359752,84.87033847,7.497030004,5.357406227,27.01150551,2,1785
LocationL,2017-11-21,2017,4,62.67,415778,6.847244,83.23389303,8.098631287,5.282759378,28.74414191,3,1786
LocationL,2017-11-22,2017,7,110.11,415778,7.081944,84.2323056,10.96546624,7.13573159,33.19889311,4,1787
LocationL,2017-11-23,2017,6,170.79,415778,9.165986,73.33443319,11.89380939,6.917744654,57.6163517,5,1788
LocationL,2017-11-24,2017,5,63.48,415778,7.807029,87.21064536,10.18686384,6.189930539,50.39529799,6,1789
LocationL,2017-11-25,2017,6,120.84,415778,8.061722,93.2411609,9.194978603,7.050038071,42.13276125,7,1790
LocationL,2017-11-26,2017,1,6.19,415778,9.556617,87.91204557,13.845606,7.724317309,35.18805843,1,1791
LocationL,2017-11-27,2017,3,34.54,415778,12.65433,83.48039543,19.12678771,8.521579884,44.61789411,2,1792
LocationL,2017-11-28,2017,5,70.66,415778,15.05699,80.15175603,19.66175799,12.81257239,51.58634103,3,1793
LocationL,2017-11-29,2017,1,24.59,415778,15.34947,82.18951489,18.52478632,13.38980383,59.11138629,4,1794
LocationL,2017-11-30,2017,4,54.97,415778,11.56119,85.10756272,14.13593693,8.566046964,31.9011499,5,1795
LocationL,2017-12-1,2017,6,123.86,415778,8.019846,86.96203276,9.497831348,6.923025562,26.87289246,6,1796
LocationL,2017-12-2,2017,0,0,415778,9.595573,85.7382273,11.92772603,7.642911924,31.60728747,7,1797
LocationL,2017-12-3,2017,1,6.19,415778,11.11896,84.55082107,13.99794387,9.094425675,34.15208673,1,1798
LocationL,2017-12-4,2017,3,23.75,415778,10.83312,84.08795087,13.32128647,10.05469492,34.67189496,2,1799
LocationL,2017-12-5,2017,0,0,415778,10.49905,73.98724874,14.8961956,8.59280744,58.63183814,3,1800
LocationL,2017-12-6,2017,0,0,415778,9.628614,76.9078972,15.74145151,4.629364265,75.47194331,4,1801
LocationL,2017-12-7,2017,1,4.17,415778,11.68443,73.56134785,15.44404975,8.451114197,73.16560517,5,1802
LocationL,2017-12-8,2017,0,0,415778,9.564971,46.84535369,13.62730842,7.55992498,80.97702301,6,1803
LocationL,2017-12-9,2017,0,0,415778,8.578108,47.5641806,15.55091164,4.223707418,75.85402062,7,1804
LocationL,2017-12-10,2017,1,10.25,415778,9.25924,63.20868988,16.54550319,3.377524867,87.2361822,1,1805
LocationL,2017-12-11,2017,1,76.83,415778,9.652378,51.9622662,15.8201945,5.267556542,75.31450041,2,1806
LocationL,2017-12-12,2017,0,0,415778,10.70527,50.01900557,14.93279244,7.357715197,69.55313028,3,1807
LocationL,2017-12-13,2017,1,13.14,415778,9.394695,74.83586161,11.99934343,7.595921096,99.10058405,4,1808
LocationL,2017-12-14,2017,1,16.59,415778,7.030032,95.54571742,7.794270354,6.032937764,38.30888212,5,1809
LocationL,2017-12-15,2017,1,6.19,415778,5.505068,96.1918435,6.092972772,5.145593779,26.0865039,6,1810
LocationL,2017-12-16,2017,3,64.74,415778,3.610116,78.48984497,7.385667957,3.889600167,35.71231962,7,1811
LocationL,2017-12-17,2017,2,17.1,415778,4.418799,58.1929225,8.625350939,2.788374268,57.60870337,1,1812
LocationL,2017-12-18,2017,0,0,415778,3.597671,55.56276494,10.76688691,-1.233924423,67.39542145,2,1813
LocationL,2017-12-19,2017,2,42.7,415778,4.396564,53.5681423,11.51063435,-1.131138927,58.59679226,3,1814
LocationL,2017-12-20,2017,1,5.19,415778,5.64489,48.53130396,14.27560155,-0.546854404,57.92370716,4,1815
LocationL,2017-12-21,2017,1,16.59,415778,6.862677,52.90227728,16.53246569,-0.004833009,64.03270028,5,1816
LocationL,2017-12-22,2017,3,21.26,415778,11.08281,55.23794358,19.20096971,4.595441509,80.61237006,6,1817
LocationL,2017-12-23,2017,2,30.78,415778,12.60935,66.19597722,17.06360627,8.148973325,106.2012684,7,1818
LocationL,2017-12-24,2017,2,44.18,415778,12.14011,54.42389384,17.17785358,8.997734928,94.97823162,1,1819
LocationL,2017-12-25,2017,2,83.04,415778,8.631489,52.73915425,17.13895804,3.33132787,95.08279032,2,1820
LocationL,2017-12-26,2017,3,47.52,415778,8.797174,58.24739289,17.92879106,2.625759099,96.9358368,3,1821
LocationL,2017-12-27,2017,1,13.14,415778,10.57768,57.45939732,14.41239789,7.167113089,106.2311131,4,1822
LocationL,2017-12-28,2017,5,50.03,415778,12.41678,74.58954545,18.88362907,8.432102247,113.0991647,5,1823
LocationL,2017-12-29,2017,1,7.9,415778,12.04737,77.49483801,18.46297471,7.294479023,100.4022526,6,1824
LocationL,2017-12-30,2017,4,34.46,415778,9.716717,86.1457613,13.04530147,8.295542376,84.37645411,7,1825
LocationL,2017-12-31,2017,7,157.65,415778,8.543742,69.77911223,13.32270742,5.134681855,84.17212294,1,1826
LocationM,2009-1-1,2009,4,60.05969,375181,1.97743,51.63833,4.03754,-0.4381322,99.2544,5,1
LocationM,2009-1-2,2009,8,61.48743,375181,3.282309,66.76466,4.874587,-0.1423085,147.6776,6,2
LocationM,2009-1-3,2009,4,66.11834,375181,5.667328,76.66682,9.227716,-0.7986253,149.336,7,3
LocationM,2009-1-4,2009,11,288.2748,375181,8.165223,85.96843,8.170446,5.445014,80.2903,1,4
LocationM,2009-1-5,2009,6,41.65805,375181,7.414336,89.30879,7.784344,5.575449,85.908,2,5
LocationM,2009-1-6,2009,6,83.85364,375181,7.885766,87.16646,8.087281,5.395047,133.801,3,6
LocationM,2009-1-7,2009,5,43.67152,375181,4.903397,92.19699,5.521066,2.370645,111.9151,4,7
LocationM,2009-1-8,2009,7,72.8904,375181,5.00314,77.85179,6.2793,3.417953,117.6495,5,8
LocationM,2009-1-9,2009,11,158.1651,375181,3.174713,66.76163,6.005248,0.9701928,161.4854,6,9
LocationM,2009-1-10,2009,8,118.8208,375181,-0.112427,48.13333,2.504311,-1.972251,119.9949,7,10
LocationM,2009-1-11,2009,5,49.53915,375181,1.684939,62.02478,8.228865,-3.87695,138.9153,1,11
LocationM,2009-1-12,2009,2,62.64319,375181,1.678967,60.00198,3.428234,0.0713719,139.1533,2,12
LocationM,2009-1-13,2009,7,76.85624,375181,0.694978,50.45072,3.98592,-3.05405,118.7136,3,13
LocationM,2009-1-14,2009,5,62.57619,375181,1.659912,55.72265,6.722399,-3.453799,127.3481,4,14
LocationM,2009-1-15,2009,6,58.37884,375181,1.748369,68.68834,5.323758,-2.556895,128.7241,5,15
LocationM,2009-1-16,2009,9,135.6272,375181,5.588871,65.39213,12.77603,-1.951579,143.5248,6,16
LocationM,2009-1-17,2009,7,96.14528,375181,8.871286,72.13793,14.68671,1.389185,137.2036,7,17
LocationM,2009-1-18,2009,7,124.1743,375181,10.55419,67.95939,14.48203,7.059132,167.4043,1,18
LocationM,2009-1-19,2009,6,62.82312,375181,7.261094,67.0307,9.815468,3.261766,78.84713,2,19
LocationM,2009-1-20,2009,7,94.24552,375181,10.20263,81.68356,13.37083,6.751873,123.0715,3,20
LocationM,2009-1-21,2009,9,104.6084,375181,7.717545,90.68264,10.04526,6.420132,118.6125,4,21
LocationM,2009-1-22,2009,8,125.9321,375181,6.455154,93.59133,10.27655,5.50259,82.64813,5,22
LocationM,2009-1-23,2009,7,66.68457,375181,1.063336,52.50936,7.39084,-2.139372,77.95493,6,23
LocationM,2009-1-24,2009,6,76.08626,375181,-3.10276,37.36782,0.9346171,-5.394518,118.6175,7,24
LocationM,2009-1-25,2009,9,104.8243,375181,0.7871653,47.25673,6.511727,-4.538606,120.2949,1,25
LocationM,2009-1-26,2009,3,66.3415,375181,3.940339,65.30671,6.577138,1.699331,87.72027,2,26
LocationM,2009-1-27,2009,9,165.0995,375181,4.845207,73.51364,9.541945,-0.2142204,124.671,3,27
LocationM,2009-1-28,2009,7,93.85367,375181,7.980375,83.67155,10.71489,1.604818,134.4993,4,28
LocationM,2009-1-29,2009,8,116.7604,375181,9.514245,92.20429,10.1423,7.629295,133.491,5,29
LocationM,2009-1-30,2009,6,187.3397,375181,6.610129,87.66185,9.043325,6.190854,111.6874,6,30
LocationM,2009-1-31,2009,6,56.40085,375181,5.21549,81.70818,8.147196,2.770284,152.9545,7,31
LocationM,2009-2-1,2009,10,114.2026,375181,9.373141,79.0125,15.45898,3.952298,115.5903,1,32
LocationM,2009-2-2,2009,10,86.9957,375181,12.94708,84.09205,16.60502,10.4901,81.26347,2,33
LocationM,2009-2-3,2009,3,62.7399,375181,8.63265,87.31245,12.51493,8.189826,139.1575,3,34
LocationM,2009-2-4,2009,8,114.7671,375181,8.695824,86.64239,9.897143,7.628835,77.3277,4,35
LocationM,2009-2-5,2009,6,59.48549,375181,9.526576,84.15574,12.01413,8.37322,76.3567,5,36
LocationM,2009-2-6,2009,6,54.93886,375181,7.510196,79.8779,13.12682,6.563226,154.4852,6,37
LocationM,2009-2-7,2009,3,14.28619,375181,9.077138,80.56732,14.79929,5.494408,151.0927,7,38
LocationM,2009-2-8,2009,8,111.3055,375181,8.853003,80.41168,11.48833,6.198138,150.7271,1,39
LocationM,2009-2-9,2009,8,130.3805,375181,8.582504,82.11387,9.84757,6.721722,82.41077,2,40
LocationM,2009-2-10,2009,8,102.1636,375181,8.151008,74.64155,14.84266,4.126694,135.5292,3,41
LocationM,2009-2-11,2009,6,110.1475,375181,11.84674,67.03488,20.66564,6.383207,144.4676,4,42
LocationM,2009-2-12,2009,8,101.5005,375181,16.31626,70.3344,23.99603,10.95429,134.254,5,43
LocationM,2009-2-13,2009,10,102.5312,375181,17.16496,63.43491,26.2345,13.64224,95.51587,6,44
LocationM,2009-2-14,2009,6,109.4547,375181,8.132328,80.07162,14.17546,7.450113,87.4819,7,45
LocationM,2009-2-15,2009,4,25.04231,375181,9.321766,84.10771,9.723248,8.113099,120.6149,1,46
LocationM,2009-2-16,2009,8,147.5463,375181,6.669314,80.2947,8.760044,4.988887,125.3307,2,47
LocationM,2009-2-17,2009,10,171.8739,375181,5.973231,79.50298,7.237399,4.179725,121.7222,3,48
LocationM,2009-2-18,2009,7,53.80577,375181,6.513882,90.18197,7.280262,4.113388,105.7782,4,49
LocationM,2009-2-19,2009,1,8.420484,375181,9.730369,91.54193,12.81431,7.007882,112.6402,5,50
LocationM,2009-2-20,2009,8,73.9714,375181,6.417628,70.23525,10.12172,5.30259,113.6006,6,51
LocationM,2009-2-21,2009,6,150.9473,375181,7.758763,69.32789,13.66563,2.849256,97.09613,7,52
LocationM,2009-2-22,2009,2,46.68497,375181,11.43939,92.27504,13.4795,9.639609,72.16543,1,53
LocationM,2009-2-23,2009,4,71.72396,375181,8.248129,88.83902,9.172915,7.283576,69.5307,2,54
LocationM,2009-2-24,2009,3,34.72531,375181,10.4851,89.99659,13.7536,7.586639,105.241,3,55
LocationM,2009-2-25,2009,5,41.44132,375181,8.667719,88.01201,10.02625,6.683314,101.6966,4,56
LocationM,2009-2-26,2009,4,28.07155,375181,6.808631,85.43563,6.772135,5.30068,99.07973,5,57
LocationM,2009-2-27,2009,9,82.83557,375181,6.071344,88.03441,6.309017,5.14181,78.88597,6,58
LocationM,2009-2-28,2009,4,68.57584,375181,6.079901,84.34267,5.946047,4.28554,123.1507,7,59
LocationM,2009-3-1,2009,6,36.19738,375181,7.646152,77.1499,8.515691,5.002394,135.3599,1,60
LocationM,2009-3-2,2009,5,53.49757,375181,6.864201,84.31882,7.86424,5.200915,124.7461,2,61
LocationM,2009-3-3,2009,3,76.17778,375181,5.535559,82.46985,6.869774,4.353375,141.611,3,62
LocationM,2009-3-4,2009,10,129.1579,375181,6.536818,85.19238,7.870521,3.534766,119.8074,4,63
LocationM,2009-3-5,2009,8,112.3419,375181,8.425543,90.49978,9.377212,6.453942,67.52287,5,64
LocationM,2009-3-6,2009,2,29.64734,375181,7.739942,71.71791,11.06302,6.137518,104.4737,6,65
LocationM,2009-3-7,2009,5,62.39775,375181,6.710725,71.64424,8.748584,4.447595,146.7938,7,66
LocationM,2009-3-8,2009,6,70.36657,375181,7.744961,78.65502,11.65161,3.155427,152.7334,1,67
LocationM,2009-3-9,2009,8,112.9594,375181,10.40137,73.83223,16.54287,7.756127,94.67057,2,68
LocationM,2009-3-10,2009,9,232.0284,375181,9.928468,75.80366,15.99032,6.409127,145.6273,3,69
LocationM,2009-3-11,2009,4,96.14702,375181,10.16667,79.30108,11.58819,9.33665,145.6813,4,70
LocationM,2009-3-12,2009,9,107.1043,375181,13.757,89.40958,17.63933,9.474182,63.2984,5,71
LocationM,2009-3-13,2009,10,143.2673,375181,7.737179,83.9912,14.57594,5.123372,80.7726,6,72
LocationM,2009-3-14,2009,3,103.3363,375181,6.284234,51.75246,10.79636,2.376554,97.84837,7,73
LocationM,2009-3-15,2009,6,71.78511,375181,9.19654,58.95286,17.73219,3.564339,126.3588,1,74
LocationM,2009-3-16,2009,9,132.5369,375181,13.76516,59.38849,22.92023,7.376193,125.2748,2,75
LocationM,2009-3-17,2009,6,88.63585,375181,15.77668,69.43619,23.75943,10.62447,121.6431,3,76
LocationM,2009-3-18,2009,11,239.1752,375181,17.33039,61.70211,25.24674,14.68806,135.5405,4,77
LocationM,2009-3-19,2009,8,136.8759,375181,17.95114,72.01025,24.41756,15.36491,135.111,5,78
LocationM,2009-3-20,2009,8,146.2054,375181,11.25293,80.01014,19.21005,9.618647,91.63923,6,79
LocationM,2009-3-21,2009,4,59.29465,375181,13.78466,82.58544,19.86639,10.63224,117.1145,7,80
LocationM,2009-3-22,2009,7,76.50425,375181,13.22915,83.2055,19.22762,10.36193,103.0884,1,81
LocationM,2009-3-23,2009,4,65.92855,375181,7.351292,77.96205,10.58744,5.806372,126.95,2,82
LocationM,2009-3-24,2009,4,34.40415,375181,9.39916,75.04613,13.59764,5.11705,107.3626,3,83
LocationM,2009-3-25,2009,1,39.10403,375181,8.556556,67.63497,13.2102,7.499623,136.316,4,84
LocationM,2009-3-26,2009,2,31.46358,375181,10.67073,66.88591,17.71802,5.380537,126.363,5,85
LocationM,2009-3-27,2009,5,49.7463,375181,10.33656,84.81631,13.6347,8.35276,90.1725,6,86
LocationM,2009-3-28,2009,8,90.3064,375181,8.73943,78.12264,9.734331,7.313132,116.5961,7,87
LocationM,2009-3-29,2009,7,60.28313,375181,9.373826,74.98796,10.97991,6.880791,122.8635,1,88
LocationM,2009-3-30,2009,3,36.62855,375181,10.07274,74.62894,14.50306,4.434237,140.4099,2,89
LocationM,2009-3-31,2009,1,34.4066,375181,11.36412,74.66618,15.74206,7.528275,128.3028,3,90
LocationM,2009-4-1,2009,8,162.4974,375181,8.927452,61.32527,12.26365,6.961884,74.7427,4,91
LocationM,2009-4-2,2009,7,112.6135,375181,9.048887,56.52458,13.1409,3.889369,94.6166,5,92
LocationM,2009-4-3,2009,6,84.73026,375181,10.72297,79.29451,13.62171,9.036212,110.9132,6,93
LocationM,2009-4-4,2009,3,62.24064,375181,11.61493,91.72712,13.1253,10.73494,119.3136,7,94
LocationM,2009-4-5,2009,6,72.86676,375181,11.0099,78.72107,15.31888,9.468777,103.3519,1,95
LocationM,2009-4-6,2009,7,107.5141,375181,13.36113,64.24764,19.53012,8.000906,130.0591,2,96
LocationM,2009-4-7,2009,5,59.25267,375181,14.88181,51.01112,19.86664,9.680686,108.3945,3,97
LocationM,2009-4-8,2009,3,25.98366,375181,15.47189,51.08904,20.74048,11.28687,105.3469,4,98
LocationM,2009-4-9,2009,4,89.32549,375181,14.4826,65.78104,21.04517,8.97308,122.5091,5,99
LocationM,2009-4-10,2009,5,106.5023,375181,13.84113,86.95944,19.71121,9.303226,123.1813,6,100
LocationM,2009-4-11,2009,4,81.83871,375181,15.8428,80.96559,22.47934,12.385,131.6459,7,101
LocationM,2009-4-12,2009,5,60.78775,375181,17.43469,77.78022,23.53564,15.20929,86.45913,1,102
LocationM,2009-4-13,2009,5,62.01717,375181,17.97849,85.91223,23.34861,15.98982,76.978,2,103
LocationM,2009-4-14,2009,6,64.66337,375181,15.98381,79.5444,21.65016,14.01459,85.966,3,104
LocationM,2009-4-15,2009,6,70.50856,375181,17.00956,72.47755,27.70604,13.61721,126.9122,4,105
LocationM,2009-4-16,2009,4,59.91072,375181,13.67151,87.54469,20.48129,12.37196,68.78907,5,106
LocationM,2009-4-17,2009,7,126.7547,375181,13.49097,81.25652,17.08387,11.88302,95.58623,6,107
LocationM,2009-4-18,2009,4,69.22253,375181,15.19586,78.51572,22.9698,12.36733,124.2627,7,108
LocationM,2009-4-19,2009,3,47.10715,375181,17.13815,86.96203,20.56603,16.49552,61.08723,1,109
LocationM,2009-4-20,2009,5,32.66486,375181,18.84691,80.61405,22.85669,18.39444,85.64357,2,110
LocationM,2009-4-21,2009,3,21.15584,375181,17.59979,66.26586,23.7518,14.86733,121.2497,3,111
LocationM,2009-4-22,2009,2,25.32753,375181,16.02185,62.87861,23.52658,14.21612,117.3139,4,112
LocationM,2009-4-23,2009,5,86.91664,375181,16.89095,56.20549,22.51533,14.20925,104.8781,5,113
LocationM,2009-4-24,2009,2,35.69484,375181,16.74518,91.04029,18.51528,15.83006,55.0709,6,114
LocationM,2009-4-25,2009,5,64.55605,375181,15.0352,66.12126,19.13374,13.41073,83.53683,7,115
LocationM,2009-4-26,2009,6,62.07666,375181,15.3511,50.25339,19.67533,11.41183,106.4413,1,116
LocationM,2009-4-27,2009,4,36.31681,375181,14.99658,51.33142,20.4471,11.56045,109.688,2,117
LocationM,2009-4-28,2009,1,5.312472,375181,16.02673,46.74808,23.33243,11.56935,109.9457,3,118
LocationM,2009-4-29,2009,5,89.13841,375181,16.8319,44.17995,22.83771,14.82725,116.838,4,119
LocationM,2009-4-30,2009,6,151.4551,375181,17.56889,61.21471,23.97147,13.54806,113.7219,5,120
LocationM,2009-5-1,2009,7,110.737,375181,19.0153,59.13348,24.41648,16.50868,110.6178,6,121
LocationM,2009-5-2,2009,6,56.69868,375181,19.51411,68.50098,24.21666,16.63506,95.61793,7,122
LocationM,2009-5-3,2009,7,84.97183,375181,17.26781,85.25373,20.40872,16.25419,75.36817,1,123
LocationM,2009-5-4,2009,1,17.1824,375181,17.51944,79.13914,21.14237,14.01061,118.873,2,124
LocationM,2009-5-5,2009,6,73.41577,375181,17.91623,72.70021,22.83538,15.28966,140.554,3,125
LocationM,2009-5-6,2009,5,101.9669,375181,18.66485,61.42753,25.37713,13.16905,115.6316,4,126
LocationM,2009-5-7,2009,1,13.46251,375181,19.39165,57.6788,27.73142,13.4643,110.2142,5,127
LocationM,2009-5-8,2009,10,128.3363,375181,21.55108,41.36146,29.98844,15.41812,115.2522,6,128
LocationM,2009-5-9,2009,5,81.2742,375181,21.90919,40.2655,30.48837,17.45861,112.9746,7,129
LocationM,2009-5-10,2009,4,50.15215,375181,21.89215,53.55179,30.7062,18.94015,110.6288,1,130
LocationM,2009-5-11,2009,3,64.38684,375181,22.69196,59.24149,32.49802,20.61574,112.1986,2,131
LocationM,2009-5-12,2009,2,42.45371,375181,21.96734,72.38498,30.93391,19.32155,97.89843,3,132
LocationM,2009-5-13,2009,6,107.3581,375181,18.65376,59.86389,23.04545,17.34619,84.4251,4,133
LocationM,2009-5-14,2009,7,54.83963,375181,19.67813,51.92489,24.70803,15.11196,99.76203,5,134
LocationM,2009-5-15,2009,4,95.67569,375181,20.82539,57.4094,28.9861,18.87154,90.06413,6,135
LocationM,2009-5-16,2009,7,109.2038,375181,23.56801,65.96729,30.8022,20.61447,117.4235,7,136
LocationM,2009-5-17,2009,1,10.23672,375181,18.98206,75.90557,23.38878,16.78128,73.55057,1,137
LocationM,2009-5-18,2009,6,109.0176,375181,19.98063,54.20108,24.81948,17.00429,121.1475,2,138
LocationM,2009-5-19,2009,2,41.2898,375181,20.87917,54.77406,26.64656,17.63262,85.94193,3,139
LocationM,2009-5-20,2009,7,130.4192,375181,20.23117,80.13669,22.90473,18.07093,114.7403,4,140
LocationM,2009-5-21,2009,7,55.15018,375181,21.10306,74.51728,25.64553,19.73452,91.0791,5,141
LocationM,2009-5-22,2009,8,104.9907,375181,20.38944,70.52758,27.95032,16.92831,110.0222,6,142
LocationM,2009-5-23,2009,3,53.02871,375181,19.67288,87.16079,23.23221,19.08786,59.17663,7,143
LocationM,2009-5-24,2009,8,97.69159,375181,19.90106,68.38228,26.64146,16.46306,109.5292,1,144
LocationM,2009-5-25,2009,7,141.8927,375181,19.40975,70.36146,23.54759,16.95542,104.1668,2,145
LocationM,2009-5-26,2009,7,126.5593,375181,18.4232,79.88004,22.35132,16.40426,83.0583,3,146
LocationM,2009-5-27,2009,6,95.41023,375181,20.18604,76.06823,25.11441,15.06002,102.4415,4,147
LocationM,2009-5-28,2009,4,23.06869,375181,20.34001,70.37915,26.07094,17.02896,107.0944,5,148
LocationM,2009-5-29,2009,3,28.80075,375181,20.77401,61.38773,27.70054,15.86782,101.3526,6,149
LocationM,2009-5-30,2009,1,7.422885,375181,21.60625,56.00582,29.13827,19.24972,121.1227,7,150
LocationM,2009-5-31,2009,5,112.238,375181,22.95039,54.05068,30.14947,20.04161,122.2773,1,151
LocationM,2009-6-1,2009,4,54.88801,375181,23.48681,62.12434,29.66352,20.88806,111.1166,2,152
LocationM,2009-6-2,2009,0,0,375181,20.65792,81.39434,24.95936,18.75623,82.75677,3,153
LocationM,2009-6-3,2009,3,44.64192,375181,20.42008,83.65755,24.73943,18.38096,96.9074,4,154
LocationM,2009-6-4,2009,7,130.7121,375181,21.6596,74.24149,28.05492,18.92829,137.2177,5,155
LocationM,2009-6-5,2009,4,71.92981,375181,20.81826,71.79118,28.98979,18.16384,83.98547,6,156
LocationM,2009-6-6,2009,6,113.3014,375181,21.5168,71.74804,27.59772,17.97055,79.79657,7,157
LocationM,2009-6-7,2009,1,5.919055,375181,22.2578,72.96063,28.81524,20.4647,120.485,1,158
LocationM,2009-6-8,2009,2,106.7089,375181,23.68845,71.75817,28.48171,22.77175,90.73823,2,159
LocationM,2009-6-9,2009,3,69.23708,375181,23.79696,83.21218,26.13001,22.63385,102.7036,3,160
LocationM,2009-6-10,2009,7,100.7163,375181,22.7764,89.77866,24.97626,21.7924,89.00507,4,161
LocationM,2009-6-11,2009,7,79.54443,375181,22.33896,76.4421,26.96028,20.88615,96.50073,5,162
LocationM,2009-6-12,2009,4,76.5071,375181,22.76705,74.62793,27.36916,21.3405,110.25,6,163
LocationM,2009-6-13,2009,2,50.91623,375181,23.62233,71.72395,29.68611,21.61044,115.9472,7,164
LocationM,2009-6-14,2009,2,66.86196,375181,23.73763,76.9394,29.56541,21.40004,131.8788,1,165
LocationM,2009-6-15,2009,3,45.3671,375181,23.78191,76.62534,28.8592,21.90325,85.92063,2,166
LocationM,2009-6-16,2009,2,33.8786,375181,24.30806,78.18066,28.80374,22.47874,121.1332,3,167
LocationM,2009-6-17,2009,7,126.2705,375181,25.00681,76.3568,31.09079,23.01947,97.61083,4,168
LocationM,2009-6-18,2009,3,45.35471,375181,25.26344,78.83103,30.40895,24.28562,93.51987,5,169
LocationM,2009-6-19,2009,7,121.0621,375181,24.9814,77.18551,30.38468,24.50949,110.7942,6,170
LocationM,2009-6-20,2009,3,100.2605,375181,27.09099,74.74781,34.98848,25.35859,108.4671,7,171
LocationM,2009-6-21,2009,9,113.0386,375181,27.91347,74.16799,34.37942,25.15245,99.78707,1,172
LocationM,2009-6-22,2009,7,118.2513,375181,28.72144,72.92363,33.46931,25.20042,111.1719,2,173
LocationM,2009-6-23,2009,5,63.6563,375181,25.44774,76.85971,31.2132,24.67767,100.1324,3,174
LocationM,2009-6-24,2009,3,22.97208,375181,22.94946,75.92195,27.57528,22.93317,101.7736,4,175
LocationM,2009-6-25,2009,5,127.6185,375181,23.9406,67.95093,31.56537,21.08464,110.1934,5,176
LocationM,2009-6-26,2009,8,147.9077,375181,25.00723,81.39052,30.35178,21.7008,96.17337,6,177
LocationM,2009-6-27,2009,5,139.8407,375181,26.77542,76.73056,32.94169,23.26368,108.6206,7,178
LocationM,2009-6-28,2009,5,89.81603,375181,27.79742,69.02886,33.15354,26.16483,87.0371,1,179
LocationM,2009-6-29,2009,6,81.74239,375181,26.90148,76.48768,30.64985,25.59461,108.8365,2,180
LocationM,2009-6-30,2009,5,103.6034,375181,26.81342,76.71223,32.90869,23.69706,92.04407,3,181
LocationM,2009-7-1,2009,1,13.46251,375181,23.49344,81.16508,28.59183,20.69735,76.34327,4,182
LocationM,2009-7-2,2009,6,84.43819,375181,24.54344,72.27415,29.56932,22.27886,124.8705,5,183
LocationM,2009-7-3,2009,4,96.9772,375181,24.58109,71.75764,29.90535,22.33982,114.3409,6,184
LocationM,2009-7-4,2009,10,140.0415,375181,24.97465,70.85388,30.73086,22.00393,122.8334,7,185
LocationM,2009-7-5,2009,3,58.33934,375181,25.31524,74.91206,29.92065,23.21477,118.5401,1,186
LocationM,2009-7-6,2009,8,66.75596,375181,26.93311,78.51576,32.66758,24.72941,80.97047,2,187
LocationM,2009-7-7,2009,1,3.054662,375181,27.15172,78.15563,30.82617,25.80159,101.2143,3,188
LocationM,2009-7-8,2009,11,148.4303,375181,27.65015,71.86844,35.07727,25.93028,127.4324,4,189
LocationM,2009-7-9,2009,5,89.87368,375181,28.43652,67.41384,35.73417,27.31832,110.0232,5,190
LocationM,2009-7-10,2009,5,54.18174,375181,28.26349,71.11559,34.49292,26.62464,107.273,6,191
LocationM,2009-7-11,2009,10,162.3618,375181,28.2609,69.34335,33.57111,27.11,80.54837,7,192
LocationM,2009-7-12,2009,8,144.2031,375181,28.72988,65.73331,34.75614,27.43807,86.36717,1,193
